key,sweep,controller,t,theta_deg,finger_normal_N,finger_tangential_N,table_normal_N,table_slip_mm,finger_slide_mm
size|force|78.00|0.00|0.800,size,force,1.0485,0.0064700227029619055,9.977635248171486,2.6695885611164276,13.238502506517225,0.04326992405612088,0.3830175061221311
size|force|78.00|0.00|0.800,size,force,1.0525,0.006479014618638648,9.977541787589326,2.6703911773214397,13.23700506603867,0.04343635967889905,0.38448006448232414
size|force|78.00|0.00|0.800,size,force,1.0565,0.006488580357025182,9.977493428424474,2.670837973794772,13.236242234114808,0.0436028394447627,0.3859415293483049
size|force|78.00|0.00|0.800,size,force,1.0605,0.0064978942302715975,9.975293246967233,2.689311733221729,13.201279450016994,0.043769355097555564,0.3873568578183274
size|force|78.00|0.00|0.800,size,force,1.0645,0.006473938401517867,9.978624514182924,2.6620752727802364,13.255281874267485,0.04393448939213558,0.3888414323425408
size|force|78.00|0.00|0.800,size,force,1.0685,0.006465391398125918,9.978101534071302,2.665922157146068,13.246238277178017,0.044100611089225306,0.39031586177898964
size|force|78.00|0.00|0.800,size,force,1.0725,0.006466800196460369,9.977800634830256,2.6682478514472843,13.241209094842304,0.04426703158221005,0.39178412100802223
size|force|78.00|0.00|0.800,size,force,1.0765,0.00647339105651077,9.977632200092645,2.669615527661544,13.238460698682763,0.04443348803710744,0.39324869674646235
size|force|78.00|0.00|0.800,size,force,1.0805,0.006482164139942362,9.97754080361247,2.6704017246080562,13.236995110578205,0.0445999923749794,0.39471124471527813
size|force|78.00|0.00|0.800,size,force,1.0845,0.00649152571605702,9.977493527323809,2.6708391660485833,13.236248046357062,0.04476654068498557,0.3961727174408438
size|force|78.00|0.00|0.800,size,force,1.0885,0.006497609852479232,9.975342822168528,2.6889711217928878,13.202127857354427,0.044933159564635,0.3975851001271043
size|force|78.00|0.00|0.800,size,force,1.0925,0.006471120581059587,9.978596626138176,2.662273196468109,13.254773375404415,0.045100120804875826,0.3990750391042
size|force|78.00|0.00|0.800,size,force,1.0965,0.006466861937274134,9.978085539695197,2.666058095908062,13.245979101194369,0.04526672964868647,0.4005487695384237
